Color_ID,Fecha,Label_ID,Skid,Job_ID,Product_ID,Primer_ID,Clear_ID,Resin_R1_PR,Resin_R2_PR,Hardener_R1_PR,Hardener_R2_PR,Resin_R1_BC,Resin_R2_BC,Resin_R3_BC,Resin_R4_BC,Resin_R5_BC,Resin_R6_BC,Resin_R1_CC,Resin_R2_CC,Resin_R3_CC,Resin_R4_CC,Hardener_R1_CC,Hardener_R2_CC,Hardener_R3_CC,Hardener_R4_CC,CO21,CO22,Week,Year,JobName,ColorName,Evaluacion
1,2021-01-12 17:23:35,1626971,92,29,590,1,1,229,229,22,22,135,132,131,135,178,172,109,107,103,106,49,49,49,49,26,27,2,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-12 05:51:45,1626412,89,29,590,1,1,229,231,22,22,135,133,130,136,177,171,107,107,103,107,49,49,46,49,30,31,2,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-19 02:42:32,1632701,34,29,590,1,1,230,230,22,22,135,133,131,136,177,173,109,105,103,108,49,49,49,49,34,41,3,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-19 06:21:54,1662934,134,29,590,1,1,269,269,26,26,134,133,131,136,175,172,109,106,101,106,49,49,49,49,28,32,8,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-14 13:14:33,1628813,89,29,590,1,1,229,229,22,22,134,132,131,136,178,172,109,107,101,107,49,49,49,49,27,30,2,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-25 20:29:22,1642659,175,29,590,1,1,230,230,22,22,134,133,132,138,174,172,110,107,101,108,49,49,49,49,27,31,4,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-14 13:11:50,1628811,92,29,590,1,1,230,230,22,22,135,132,132,136,174,171,109,107,102,106,49,49,49,49,27,30,2,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-19 02:43:50,1632702,130,29,590,1,1,229,231,22,22,134,133,131,137,176,172,109,106,101,106,49,49,49,49,35,41,3,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-13 00:59:51,1627319,17,29,590,1,1,228,230,22,22,134,132,116,118,176,173,122,120,101,108,37,40,49,49,31,34,2,2021,Difusor Tiguan,A1 Black Bic,1
1,2021-01-28 16:28:25,1645420,29,29,590,1,1,269,266,26,26,134,132,131,136,176,173,108,106,103,106,49,49,46,49,27,29,4,2021,Difusor Tiguan,A1 Black Bic,1
1,2021-01-20 04:34:52,1633727,131,29,590,1,1,229,230,22,22,135,134,131,139,175,172,160,162,102,106,76,76,49,49,31,37,3,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-16 10:44:36,1660067,109,29,590,1,1,231,228,22,22,135,132,132,136,176,173,123,116,103,107,59,56,46,49,26,31,7,2021,Difusor Tiguan,A1 Black Bic,1
1,2021-01-15 05:51:52,1629501,92,29,590,1,1,230,230,22,22,134,133,131,138,175,172,108,104,103,106,49,49,49,49,40,44,3,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-20 02:11:53,1663739,134,29,590,1,1,268,268,26,26,135,133,132,136,176,173,109,107,103,107,49,49,46,49,31,36,8,2021,Difusor Tiguan,A1 Black Bic,1
1,2021-01-19 05:26:58,1632815,142,29,590,1,1,230,229,22,22,134,133,132,137,174,173,110,107,103,106,49,49,46,49,41,46,3,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-20 02:13:17,1663740,69,29,590,1,1,230,228,22,22,134,132,130,137,176,173,107,107,101,107,49,49,49,49,32,36,8,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-29 19:29:07,1646558,77,29,590,1,1,228,229,22,22,181,168,131,90,177,171,158,161,103,107,76,79,49,49,29,34,5,2021,Difusor Tiguan,A1 Black Bic,1
1,2021-01-20 07:23:00,1633854,30,29,590,1,1,230,229,22,22,134,133,131,137,176,172,110,106,101,107,49,49,49,49,35,40,3,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-02 12:44:54,1648301,130,29,590,1,1,230,230,22,22,135,133,116,136,174,174,107,106,102,106,49,49,49,49,30,34,5,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-19 18:05:01,1663397,175,29,590,1,1,228,230,22,22,181,133,131,135,175,172,149,154,103,107,73,73,49,49,23,25,8,2021,Difusor Tiguan,A1 Black Bic,1
1,2021-01-25 20:30:33,1642660,29,29,590,1,1,230,229,22,22,134,133,132,136,176,173,109,106,103,108,49,49,49,49,27,31,4,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-29 08:44:54,1646108,143,29,590,1,1,231,231,22,22,135,133,131,136,174,173,108,106,102,108,49,49,49,49,29,33,5,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-19 18:02:51,1663395,69,29,590,1,1,231,228,22,22,134,133,131,137,174,172,108,106,103,108,49,49,46,49,25,25,8,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-19 23:26:15,1663626,143,29,590,1,1,230,228,22,22,134,131,130,138,178,173,109,106,103,106,49,49,49,49,29,33,8,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-19 23:27:21,1663627,175,29,590,1,1,230,231,22,22,180,168,131,137,176,171,152,154,101,107,73,73,49,49,28,33,8,2021,Difusor Tiguan,A1 Black Bic,1
1,2021-02-08 07:13:11,1653374,91,29,590,1,1,268,266,26,26,134,133,131,137,177,172,110,106,103,107,49,49,46,49,31,45,6,2021,Difusor Tiguan,A1 Black Bic,1
1,2021-01-13 17:40:50,1628006,92,29,590,1,1,230,228,22,22,135,133,131,137,177,174,109,107,102,108,49,49,49,49,26,30,2,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-13 06:24:07,1627548,89,29,590,1,1,268,269,26,26,133,132,131,136,175,173,109,106,102,106,49,49,49,49,31,34,2,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-22 18:26:14,1664671,41,29,590,1,1,231,229,22,22,135,134,132,137,178,172,109,106,101,107,49,49,49,49,24,26,8,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-15 05:53:03,1629502,78,29,590,1,1,230,230,22,22,134,133,131,138,177,171,110,106,102,106,49,49,49,49,40,43,3,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-19 23:25:10,1663625,69,29,590,1,1,231,229,22,22,134,133,131,138,176,173,109,106,103,108,49,49,46,49,29,34,8,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-29 08:43:49,1646107,69,29,590,1,1,229,229,22,22,135,133,131,136,175,173,107,107,101,107,49,49,49,49,26,31,5,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-13 20:32:44,1628123,89,29,590,1,1,230,228,22,21,134,133,131,138,176,172,109,106,101,108,49,49,49,49,26,27,2,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-09 08:35:36,1654408,172,29,590,1,1,228,228,21,22,135,132,131,135,177,172,110,107,103,108,49,49,49,49,26,31,6,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-22 09:24:05,1640269,150,29,590,1,1,229,228,22,22,134,134,130,135,175,172,109,106,101,107,49,49,49,49,28,35,4,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-02 09:42:02,1648184,142,29,590,1,1,229,230,22,22,135,133,131,137,178,173,108,108,101,108,49,49,49,49,36,42,5,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-20 04:44:20,1633735,142,29,590,1,1,229,228,22,22,134,133,130,137,175,172,109,106,101,106,49,49,49,49,31,38,3,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-08 07:14:22,1653375,129,29,590,1,1,228,230,22,22,135,133,131,137,177,171,109,106,103,106,49,49,46,49,31,46,6,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-18 20:08:10,1662493,2,29,590,1,1,229,228,22,21,135,132,131,138,175,173,110,107,103,107,49,49,46,49,23,26,7,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-19 10:54:57,1633049,30,29,590,1,1,230,229,22,22,119,133,116,137,176,172,121,107,101,108,37,49,49,49,33,40,3,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-16 13:47:40,1660192,184,29,590,1,1,231,230,22,22,135,133,131,136,176,172,109,106,103,108,49,49,46,49,24,25,7,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-13 00:58:37,1627318,89,29,590,1,1,229,230,22,22,134,133,131,137,177,172,109,108,103,108,49,49,46,49,30,33,2,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-19 02:33:47,1632695,162,29,590,1,1,230,229,22,22,134,132,131,136,174,172,108,106,101,106,49,49,49,49,36,42,3,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-16 00:34:05,1659618,111,29,590,1,1,229,230,22,22,134,133,131,138,176,172,107,107,103,107,49,49,46,49,26,31,7,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-18 07:46:43,1662025,74,29,590,1,1,271,268,26,26,134,133,131,136,176,171,109,107,103,108,49,49,46,49,26,31,7,2021,Difusor Tiguan,A1 Black Bic,1
1,2021-01-15 11:18:19,1629730,119,29,590,1,1,229,229,22,22,134,133,131,135,178,172,109,106,102,108,49,49,49,49,31,33,3,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-28 11:07:41,1645189,175,29,590,1,1,230,232,22,22,135,133,130,137,175,173,108,107,103,107,49,49,49,49,25,29,4,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-13 17:47:19,1628008,89,29,590,1,1,230,229,22,22,133,133,132,137,174,172,108,106,103,107,49,49,46,49,27,30,2,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-12 14:55:11,1626857,78,29,590,1,1,229,231,22,22,134,133,130,137,177,173,108,106,101,107,49,49,49,49,27,30,2,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-20 02:16:14,1663742,175,29,590,1,1,229,230,22,22,134,132,130,135,177,173,152,155,103,108,73,73,49,49,30,35,8,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-14 04:34:41,1628460,39,29,590,1,1,230,228,22,22,134,132,131,137,176,173,114,102,103,108,56,49,46,49,35,39,2,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-21 05:45:50,1634772,130,29,590,1,1,268,267,26,26,135,133,131,136,177,172,108,106,103,109,49,49,49,49,33,39,3,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-25 20:27:00,1642657,69,29,590,1,1,230,230,22,22,135,133,131,137,176,172,109,106,103,107,49,49,49,49,27,32,4,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-27 01:54:14,1643812,26,29,590,1,1,230,230,22,22,135,133,131,137,175,173,108,106,103,108,49,49,46,49,28,31,4,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-20 04:47:59,1633738,150,29,590,1,1,230,229,22,22,134,133,131,136,175,171,109,106,101,107,49,49,49,49,33,38,3,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-19 15:05:03,1663282,175,29,590,1,1,230,229,22,22,181,170,131,137,177,173,150,155,102,108,73,76,49,49,23,26,8,2021,Difusor Tiguan,A1 Black Bic,1
1,2021-02-08 14:48:51,1653720,91,29,590,1,1,228,231,22,22,135,132,132,136,175,174,107,107,101,108,49,49,49,49,27,25,6,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-19 23:24:05,1663624,134,29,590,1,1,267,267,26,26,135,133,131,136,178,173,109,104,101,108,49,49,49,49,28,33,8,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-19 03:39:33,1662820,69,29,590,1,1,268,270,26,26,134,133,131,136,178,173,109,106,103,107,49,49,46,49,32,36,8,2021,Difusor Tiguan,A1 Black Bic,1
1,2021-01-15 05:50:41,1629500,119,29,590,1,1,232,229,22,22,134,133,132,135,176,172,109,107,102,106,49,49,49,49,40,44,3,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-13 00:56:37,1627317,78,29,590,1,1,231,230,22,22,135,133,131,137,176,172,109,107,102,106,49,49,49,49,30,32,2,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-15 16:52:39,1629959,166,29,590,1,1,228,230,22,22,135,134,131,137,177,172,109,107,102,107,49,49,46,49,27,30,3,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-25 15:36:39,1642431,189,29,590,1,1,229,228,22,22,135,133,131,137,174,173,109,107,101,106,49,49,49,49,27,27,4,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-18 07:41:40,1662021,109,29,590,1,1,230,229,22,22,135,134,132,135,175,173,108,107,101,106,49,49,49,49,31,35,7,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-22 18:27:19,1664672,188,29,590,1,1,228,230,22,22,135,133,132,137,177,172,108,107,101,108,49,49,49,49,23,26,8,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-08 07:12:00,1653373,136,29,590,1,1,229,229,22,22,133,132,131,137,176,173,109,107,101,106,49,49,49,49,30,42,6,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-18 07:45:13,1662024,110,29,590,1,1,230,266,22,26,134,133,132,138,178,171,107,107,102,108,49,49,49,49,27,31,7,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-14 01:42:42,1628351,92,29,590,1,1,230,230,22,22,134,133,131,137,174,173,110,107,102,108,49,49,49,49,36,40,2,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-14 01:44:52,1628353,89,29,590,1,1,231,229,22,22,135,133,131,138,176,172,109,107,101,107,49,49,49,49,35,40,2,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-14 01:46:02,1628354,17,29,590,1,1,232,228,22,21,54,134,131,136,177,171,68,106,102,107,20,49,49,49,35,40,2,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-21 05:44:38,1634771,34,29,590,1,1,230,228,22,22,134,132,131,137,175,171,107,105,103,107,49,49,49,49,33,39,3,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-11 18:36:43,1625952,89,29,590,1,1,228,230,21,22,133,132,131,136,177,173,108,107,103,108,49,49,46,49,33,36,2,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-05 12:20:47,1651244,34,29,590,1,1,231,229,22,22,135,133,131,138,178,172,108,106,102,108,49,49,49,49,27,31,6,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-11 18:35:25,1625951,78,29,590,1,1,229,229,22,22,134,132,131,135,175,174,109,107,101,108,49,49,49,49,32,35,2,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-15 08:23:24,1629618,89,29,590,1,1,230,231,22,22,134,133,131,137,176,173,109,106,103,107,49,49,49,49,35,39,3,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-02 18:30:32,1648529,142,29,590,1,1,230,228,22,22,134,132,131,136,175,172,109,108,103,106,49,49,46,49,26,30,5,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-12 14:56:16,1626858,89,29,590,1,1,229,231,22,22,135,132,130,137,177,172,108,107,103,108,49,49,49,49,28,30,2,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-13 00:45:48,1627309,133,29,590,1,1,229,231,22,22,134,133,131,137,177,173,109,106,102,108,49,49,49,49,29,31,2,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-03 15:29:44,1649335,34,29,590,1,1,230,231,22,22,134,133,130,135,177,172,109,107,101,106,49,49,49,49,26,29,5,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-03 15:30:56,1649336,130,29,590,1,1,228,231,22,22,135,133,132,136,174,173,108,69,101,108,49,20,49,49,26,29,5,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-19 15:01:47,1663279,134,29,590,1,1,269,269,26,26,135,132,132,137,177,172,108,106,103,107,49,49,46,49,22,25,8,2021,Difusor Tiguan,A1 Black Bic,1
1,2021-01-19 02:34:53,1632696,71,29,590,1,1,230,228,22,22,134,133,131,137,177,173,109,107,101,106,49,49,49,49,35,43,3,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-08 14:50:09,1653721,129,29,590,1,1,229,230,22,22,134,133,131,137,176,173,109,107,101,107,49,49,49,49,29,25,6,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-18 14:10:45,1662263,2,29,590,1,1,230,232,22,22,120,132,116,137,178,171,120,106,102,108,37,49,49,49,29,35,7,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-18 14:09:27,1662262,111,29,590,1,1,229,230,22,22,135,132,131,137,176,172,110,106,101,107,49,49,49,49,28,34,7,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-18 14:08:19,1662261,184,29,590,1,1,231,230,22,22,135,133,131,135,174,173,109,106,103,106,49,49,46,49,27,32,7,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-03 06:18:52,1648989,142,29,590,1,1,231,228,22,22,135,134,131,137,175,173,109,107,102,108,49,49,49,49,37,42,5,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-12 22:24:12,1627202,78,29,590,1,1,231,229,22,22,134,133,131,136,174,172,106,108,103,107,49,49,46,49,32,34,2,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-22 18:25:09,1664670,39,29,590,1,1,229,230,22,22,135,133,130,137,177,171,109,107,103,108,49,49,46,49,25,26,8,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-28 19:22:54,1645535,29,29,590,1,1,230,228,22,22,134,133,131,137,175,173,108,106,102,108,49,49,49,49,29,35,4,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-19 06:23:04,1662935,69,29,590,1,1,231,230,22,22,135,133,131,137,175,173,109,106,101,106,49,49,49,49,28,31,8,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-05 14:53:14,1651348,53,29,590,1,1,267,268,26,26,133,133,131,135,175,173,152,158,102,108,73,76,49,49,25,25,6,2021,Difusor Tiguan,A1 Black Bic,1
1,2021-01-15 11:17:08,1629729,166,29,590,1,1,230,230,22,22,135,132,131,135,177,174,109,107,102,107,49,49,49,49,30,33,3,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-02 09:44:50,1648186,130,29,590,1,1,229,231,22,22,134,132,131,135,175,171,122,121,103,107,37,40,49,49,36,40,5,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-15 15:11:20,1659270,20,29,590,1,1,229,229,22,22,135,132,132,135,177,173,106,106,102,108,49,49,49,49,23,26,7,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-13 00:46:59,1627310,39,29,590,1,1,231,229,22,22,134,134,132,136,175,172,109,106,101,108,49,49,49,49,29,31,2,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-16 00:54:04,1630307,78,29,590,1,1,230,231,22,22,134,132,132,136,177,174,109,106,101,107,49,49,49,49,27,29,3,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-15 16:56:30,1629960,119,29,590,1,1,231,229,22,22,134,133,131,137,174,173,108,107,102,108,49,49,46,49,27,30,3,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-05 12:21:57,1651245,130,29,590,1,1,230,229,22,22,134,132,131,136,176,174,108,106,103,108,49,49,49,49,28,31,6,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-02 22:04:33,1648645,34,29,590,1,1,231,228,22,22,135,133,131,135,177,174,108,106,101,107,49,49,49,49,33,36,5,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-12 17:26:01,1626973,89,29,590,1,1,229,231,22,22,135,134,131,137,176,172,109,107,101,108,49,49,49,49,25,27,2,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-19 13:47:08,1633160,142,29,590,1,1,230,265,22,26,134,133,131,135,177,173,109,107,101,107,49,49,49,49,27,31,3,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-16 00:32:54,1659617,184,29,590,1,1,230,230,22,22,134,133,130,137,174,172,108,106,103,107,49,49,46,49,26,30,7,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-18 10:17:04,1631657,150,29,590,1,1,230,228,22,21,135,132,132,137,175,173,109,106,101,107,49,49,49,49,38,43,3,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-12 14:57:21,1626859,17,29,590,1,1,229,229,22,22,135,134,131,136,175,172,108,107,103,107,49,49,49,49,28,30,2,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-15 17:59:39,1659384,95,29,590,1,1,230,231,22,22,135,133,130,137,176,172,109,107,103,108,49,49,46,49,24,28,7,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-12 08:21:27,1626524,119,29,590,1,1,229,229,22,22,135,133,131,136,178,172,110,106,102,108,49,49,49,49,28,28,2,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-02 12:43:43,1648300,34,29,590,1,1,229,230,22,22,134,133,131,137,176,171,108,106,103,108,49,49,49,49,30,34,5,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-19 15:02:52,1663280,69,29,590,1,1,230,231,22,22,134,133,131,137,175,172,109,106,103,108,49,49,46,49,24,26,8,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-25 15:35:24,1642430,29,29,590,1,1,228,230,22,22,134,132,131,135,175,172,109,106,101,107,49,49,49,49,27,27,4,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-03 06:21:02,1648991,130,29,590,1,1,228,232,22,22,133,133,131,136,175,172,109,120,103,106,49,40,46,49,38,43,5,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-12 22:26:35,1627204,17,29,590,1,1,229,230,22,22,134,133,131,136,175,173,109,107,103,106,49,49,46,49,34,37,2,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-18 21:02:11,1632116,130,29,590,1,1,231,231,22,22,134,133,131,137,175,173,109,108,103,107,49,49,46,49,26,29,3,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-30 09:03:11,1647141,134,29,590,1,1,229,228,22,21,133,132,131,137,176,172,109,107,102,106,49,49,49,49,30,35,5,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-14 07:10:03,1628575,39,29,590,1,1,230,229,22,22,134,133,130,137,178,172,109,101,101,107,49,49,49,49,35,40,2,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-13 00:48:10,1627311,41,29,590,1,1,230,228,22,22,135,132,131,136,176,172,123,117,101,109,59,56,49,49,29,31,2,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-05 12:11:59,1651242,50,29,590,1,1,229,231,22,22,134,133,131,136,175,173,109,106,103,108,49,49,49,49,27,30,6,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-16 06:27:30,1630526,44,29,590,1,1,230,231,22,22,181,168,131,137,113,174,162,163,101,108,76,79,49,49,37,41,3,2021,Difusor Tiguan,A1 Black Bic,1
1,2021-01-15 05:54:15,1629503,89,29,590,1,1,230,231,22,22,134,132,131,135,175,171,107,106,103,108,49,49,46,49,39,43,3,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-02 18:32:43,1648531,130,29,590,1,1,230,231,22,22,135,132,130,135,176,173,109,120,102,107,49,40,49,49,27,30,5,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-12 14:54:06,1626856,92,29,590,1,1,231,229,22,22,135,132,131,135,176,173,108,106,101,106,49,49,49,49,28,29,2,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-25 20:28:11,1642658,143,29,590,1,1,229,230,22,22,134,133,132,136,176,172,108,107,102,107,49,49,49,49,27,31,4,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-13 06:21:59,1627547,78,29,590,1,1,230,231,22,22,134,133,132,135,176,172,108,107,103,107,49,49,49,49,31,34,2,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-22 06:27:08,1640155,30,29,590,1,1,228,230,22,22,134,133,131,136,177,172,108,107,102,106,49,49,49,49,30,35,4,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-17 13:17:29,1661111,20,29,590,1,1,230,229,22,22,134,133,132,137,177,173,107,107,102,107,49,49,49,49,25,29,7,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-03 11:36:03,1649220,34,29,590,1,1,232,228,22,21,134,133,131,135,174,172,109,107,102,108,49,49,49,49,32,35,5,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-27 23:47:19,1644726,134,29,590,1,1,229,230,22,22,134,132,131,136,177,173,109,106,102,108,49,49,49,49,31,37,4,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-15 15:10:15,1659269,95,29,590,1,1,229,229,22,22,134,134,131,137,177,172,107,107,101,107,49,49,49,49,24,26,7,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-01-12 02:46:23,1626284,149,29,590,1,1,269,268,26,26,134,133,130,136,176,174,108,106,101,107,49,49,49,49,29,33,2,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-19 11:23:31,1663166,143,29,590,1,1,231,229,22,22,135,133,131,136,176,172,109,106,103,107,49,49,46,49,28,32,8,2021,Difusor Tiguan,A1 Black Bic,0
1,2021-02-04 14:31:31,1650325,130,29,590,1,1,230,231,22,22,53,51,75,78,175,173,107,69,101,108,49,20,49,49,26,26,5,2021,Difusor Tiguan,A1 Black Bic,1
